Book Online?,Sleeps,Title,URL,Region,Rate Range,Pets?,# of Reviews,Beds,Owner Operated?,Minimum Stay,Baths,Accessible?,Booking Duration,Map Marker?,ID,# of Stars
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/394634,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop394634,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/954821ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop954821ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/514759ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop514759ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/536873ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop536873ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/526742ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop526742ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/520593ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop520593ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/264737,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop258276ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/776329ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop776329ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/940526ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop940526ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/516220ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop516220ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/772191ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop772191ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/452850,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop452850,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/788386ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop788386ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/3591569ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop3591569ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/313067,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop313067,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/39736ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop39736ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/272148ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop272148ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/956117ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop956117ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/524447ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop524447ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/504983ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop504983ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/524365ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop524365ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/460931,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop460931,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/476330,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop476330,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/267468,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop267468,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/515720ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop515720ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/492545,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop492545,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/3492191ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop3492191ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/2038100ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop2038100ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/515203ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop515203ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/3592774ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop3592774ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/503213,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop503213,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/391014,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop391014,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/2085040ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop2085040ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/505044,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop505044,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/35905ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop35905ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/791015ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop791015ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/516916ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop516916ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/432208,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop432208,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/545645ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop545645ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/213871,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop213871,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/2031393ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop2031393ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/2124322ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop2124322ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/29361ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop29361ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/486862,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop486862,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/3506033ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop3506033ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/448521,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop448521,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/2015785ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop2015785ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/788386ha?unitId=2097604,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop788386ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/788386ha?unitId=2146120,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop788386ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/788386ha?unitId=2189130,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop788386ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/523197ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop523197ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/2023167ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop2023167ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/2023400ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop2023400ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/436837,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop436837,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/2029788ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop2029788ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/751676ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop751676ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/62071,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop62071,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/2018890ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop2018890ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/62788,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop62788,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/280285,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop280285,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/350519,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop350519,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/365378,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop365378,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/3512546ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop3512546ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/3527004ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop3527004ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/3001975ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop3001975ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/354618,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop388845ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/2043325ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop2043325ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/366107,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop366107,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/264832,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop977765ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/463273,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop463273,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/451030,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop451030,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/395609,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop959624ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/338891,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop338891,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/488079,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop488079,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/83729ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop83729ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/497820,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop497820,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/509827ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop509827ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/503517,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop503517,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/378206,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop378206,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/77536,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop77536,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/276312,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop276312,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/502011ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop502011ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/429223,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop429223,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/316122,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop166409ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/965506ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop965506ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/69091,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop69091,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/206472,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop206472,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/308701,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop308701,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/516913ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop516913ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/61545,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop61545,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/77223,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop77223,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/265967,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop265967,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/381103,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop381103,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/458597,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop458597,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/3604222ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop3604222ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/355773,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop916037ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/182631ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop182631ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/386346,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop386346,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/390296,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop222373ha,4.5
